,Unnamed: 0,label,area,mean_intensity_nuf2_CFP,fname_nuf2_CFP,nuf2_CFP_cyto,nuf2_CFP_bg,mean_intensity_YFP_pp1,fname_YFP_pp1,YFP_pp1_cyto,YFP_pp1_bg,YFP_pp1@kt/YFP_pp1@cyto,nuf2_CFP@kt/nuf2_CFP@cyto,YFP_pp1@kt/YFP_pp1@cyto:nuf2_CFP@kt/nuf2_CFP@cyto,condition,cell,Experiment
0,0,0_1,16,6664.4375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,7625.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.0871064802619752,1.4319514598389114,0.7591783037005111,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
1,1,0_2,12,5938.583333333332,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,7739.166666666668,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.103329113015531,1.2759911205621919,0.864684005425847,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
2,2,0_3,8,6911.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8578.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.2230059281330277,1.4849290039777123,0.8236123914725448,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
3,3,0_4,12,6474.833333333332,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,7453.416666666668,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.0625913556285356,1.3912122431758582,0.7637880997962272,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
4,4,0_5,8,6909.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8608.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.2273006785837126,1.4844992748490833,0.8267438720766517,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
5,5,0_6,8,7770.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8289.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.1817691955899363,1.669658813147129,0.7077908290511324,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
6,6,0_7,16,6207.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8054.875,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.1483378601314922,1.333691208770823,0.8610222910517953,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
7,7,0_8,17,6517.2941176470595,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8220.882352941177,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.172004587230617,1.4003355610978805,0.8369455291928393,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
8,8,0_9,14,7009.5,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8209.785714285714,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.1704226023719735,1.5060931635626935,0.7771249685532835,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
9,9,0_10,8,6409.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C0_T0.tif,4654.094560404807,4303.7825,8428.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D_Z00_C1_T0.tif,7014.377283596366,3977.5125,1.2016212785860485,1.3772012830445153,0.8725095549792692,dmso,set2_pp1_dmso_cell_0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_DMSO_well3_point4_15min01_R3D_D3D
