,Unnamed: 0,label,area,mean_intensity_nuf2_CFP,fname_nuf2_CFP,nuf2_CFP_cyto,nuf2_CFP_bg,mean_intensity_YFP_pp1,fname_YFP_pp1,YFP_pp1_cyto,YFP_pp1_bg,YFP_pp1@kt/YFP_pp1@cyto,nuf2_CFP@kt/nuf2_CFP@cyto,YFP_pp1@kt/YFP_pp1@cyto:nuf2_CFP@kt/nuf2_CFP@cyto,condition,cell,Experiment
0,0,0_1,12,5716.25,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C0_T0.tif,4638.063857515204,4251.9,9928.166666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C1_T0.tif,7782.7899516389025,3887.35,1.2756565098581376,1.2324647041540353,1.0350450650298737,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
1,1,0_2,5,6118.2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C0_T0.tif,4638.063857515204,4251.9,9965.4,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C1_T0.tif,7782.7899516389025,3887.35,1.2804405697601389,1.3191280215097692,0.9706719506228427,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
2,2,0_3,8,6076.25,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C0_T0.tif,4638.063857515204,4251.9,8923.5,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C1_T0.tif,7782.7899516389025,3887.35,1.1465682686349368,1.3100832991237188,0.8751873025187383,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
3,3,0_4,8,5808.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C0_T0.tif,4638.063857515204,4251.9,9905.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z00_C1_T0.tif,7782.7899516389025,3887.35,1.2726798566514315,1.252381420016048,1.016207871109365,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
4,4,1_1,10,5717.0,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C0_T0.tif,4655.3335827768815,4312.3775,8606.7,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C1_T0.tif,7607.637579957356,3975.135,1.1313236086159937,1.2280537792503023,0.9212329522788814,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
5,5,1_2,10,5891.2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C0_T0.tif,4655.3335827768815,4312.3775,8788.8,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C1_T0.tif,7607.637579957356,3975.135,1.1552600801008799,1.2654732244742666,0.9129075651370071,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
6,6,1_3,12,5953.75,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C0_T0.tif,4655.3335827768815,4312.3775,9370.666666666666,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C1_T0.tif,7607.637579957356,3975.135,1.231744620873382,1.2789094259596796,0.9631210747775155,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
7,7,1_4,8,5940.25,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C0_T0.tif,4655.3335827768815,4312.3775,9072.125,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C1_T0.tif,7607.637579957356,3975.135,1.192502259032541,1.2760095263585114,0.9345559217223994,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
8,8,1_5,8,5367.625,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C0_T0.tif,4655.3335827768815,4312.3775,8882.375,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C1_T0.tif,7607.637579957356,3975.135,1.1675602191409582,1.1530054516089565,1.0126233293274471,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
9,9,1_6,5,5595.6,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C0_T0.tif,4655.3335827768815,4312.3775,8886.6,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D_Z01_C1_T0.tif,7607.637579957356,3975.135,1.1681155820845257,1.2019761635775743,0.9718292404466111,cdki,set2_pp1_cdki_cell_2,Expt2021_006_Set2_HeLaYFP-PP1_Nuf2-CFP_STLC_MG132_RO3306_well2_point7_14min01_R3D_D3D
