,Unnamed: 0,label,area,mean_intensity_nuf2_GFP,fname_nuf2_GFP,nuf2_GFP_cyto,nuf2_GFP_bg,mean_intensity_mKate2_astrin,fname_mKate2_astrin,mKate2_astrin_cyto,mKate2_astrin_bg,mKate2_astrin@kt/mKate2_astrin@cyto,nuf2_GFP@kt/nuf2_GFP@cyto,mKate2_astrin@kt/mKate2_astrin@cyto:nuf2_GFP@kt/nuf2_GFP@cyto,condition,cell,Experiment
0,0,0_1,32,7826.09375,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4874.25,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.2402273508180661,1.6860888856348943,0.7355646320811019,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
1,1,0_2,21,7421.571428571428,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4789.190476190476,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.2185844010563323,1.5989367747683536,0.7621216925433935,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
2,2,0_3,58,8498.068965517241,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4979.2758620689665,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.2669506306418705,1.8308622525915235,0.6919966965557047,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
3,3,0_4,50,10144.9,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,5945.62,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.5128318288087215,2.1856629478630305,0.6921615385793356,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
4,4,0_5,12,8092.75,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4657.083333333333,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.1849704313564073,1.7435385091344953,0.679635365177357,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
5,5,0_6,50,8920.06,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,5435.04,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.3829174254070313,1.9217779016762218,0.7196031467532314,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
6,6,0_7,31,7665.709677419355,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4889.451612903225,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.2440953215005566,1.651535018680376,0.7532963621289874,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
7,7,0_8,36,9604.222222222224,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4855.0,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.2353292892694694,2.06917689224673,0.5970148293740795,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
8,8,0_9,38,9715.157894736842,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4412.4473684210525,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.1227240930114355,2.093077373179166,0.5363987530504594,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
9,9,0_10,36,9254.638888888889,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C0_T00.tif,4641.566537017469,4377.525,4300.11111111111,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D_Z0_C1_T00.tif,3930.1261956405788,3346.7775,1.0941407214559498,1.9938610844164781,0.5487547402411739,cdki,set3_timelapse_cdki_cell_3,Expt2020_017_setIII_STLC_GM132_RO3306_mKate2-Astrin_Nuf2-GFP_GFP_timelapse_04_R3D_D3D
