,label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg
0,0_1,4.0,7344.75,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,24843.75,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
1,0_2,6.0,6998.833333333333,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,26332.0,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
2,0_3,5.0,4495.8,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,20922.4,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
3,0_4,5.0,6620.6,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,16587.6,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
4,0_5,5.0,5870.0,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,19225.6,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
5,0_6,17.0,5806.35294117647,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,17051.176470588234,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
6,0_7,13.0,3849.6923076923076,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,17597.30769230769,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
7,0_8,16.0,5101.4375,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,20266.8125,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
8,0_9,60.0,5539.4,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,20967.933333333334,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
9,0_10,26.0,7586.653846153846,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,17788.884615384617,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
10,0_11,31.0,4796.258064516129,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,15435.677419354839,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
11,0_12,5.0,5998.0,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z00_C1_T0.tif,4439.570747849107,3273.705,16629.0,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z00_C0_T0.tif,16613.474295190714,12947.9925
12,1_1,6.0,4327.833333333333,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,22818.333333333332,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
13,1_2,6.0,6768.666666666667,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,25257.333333333332,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
14,1_3,4.0,7052.75,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,28447.5,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
15,1_4,15.0,5071.133333333333,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,16316.333333333334,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
16,1_5,5.0,5942.2,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,22169.8,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
17,1_6,59.0,5502.440677966101,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,20122.42372881356,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
18,1_7,54.0,5612.148148148148,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,20577.666666666668,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
19,1_8,44.0,4537.772727272727,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,15004.454545454546,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
20,1_9,38.0,9858.421052631578,SKA3WT-CENPB-SET5\Particle_Channel\SKA3WT-CENPB-SET5_Z01_C1_T0.tif,4454.13964565527,3275.255,18049.026315789473,SKA3WT-CENPB-SET5\Mask_Channel\SKA3WT-CENPB-SET5_Z01_C0_T0.tif,16336.341718610864,12556.73
