,label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg
0,0_1,20.0,5317.15,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,20814.25,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
1,0_2,5.0,4348.2,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,20272.0,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
2,0_3,42.0,3186.309523809524,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,21855.214285714286,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
3,0_4,5.0,2904.8,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,21640.6,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
4,0_5,5.0,2846.4,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,22094.6,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
5,0_6,29.0,3259.793103448276,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,21767.41379310345,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
6,0_7,17.0,6061.588235294118,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,22477.647058823528,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
7,0_8,5.0,6377.4,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,21925.8,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
8,0_9,9.0,6258.666666666667,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,22845.666666666668,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
9,0_10,30.0,3883.4,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,21917.833333333332,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
10,0_11,13.0,4136.384615384615,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,22986.846153846152,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
11,0_12,58.0,7095.758620689655,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,27128.775862068964,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
12,0_13,15.0,3425.6666666666665,SKA3WT-CENPB-SET6_2\Particle_Channel\SKA3WT-CENPB-SET6_2_Z00_C1_T0.tif,5581.904801358797,3294.415,19493.933333333334,SKA3WT-CENPB-SET6_2\Mask_Channel\SKA3WT-CENPB-SET6_2_Z00_C0_T0.tif,19082.706453103343,14634.57
