,label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg
0,0_1,8.0,11134.75,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C1_T0.tif,8903.32491166933,6046.92,11721.875,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C0_T0.tif,9291.316199086588,7778.39
1,0_2,5.0,10364.4,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C1_T0.tif,8903.32491166933,6046.92,11871.0,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C0_T0.tif,9291.316199086588,7778.39
2,0_3,8.0,10608.125,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C1_T0.tif,8903.32491166933,6046.92,11269.875,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C0_T0.tif,9291.316199086588,7778.39
3,0_4,5.0,9356.8,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C1_T0.tif,8903.32491166933,6046.92,9993.2,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C0_T0.tif,9291.316199086588,7778.39
4,0_5,5.0,8083.6,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C1_T0.tif,8903.32491166933,6046.92,11502.4,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z00_C0_T0.tif,9291.316199086588,7778.39
6,1_1,5.0,9888.4,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C1_T0.tif,9084.553974695631,6078.315,9601.4,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C0_T0.tif,9200.19299282014,7772.9775
7,1_2,5.0,11795.2,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C1_T0.tif,9084.553974695631,6078.315,12111.8,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C0_T0.tif,9200.19299282014,7772.9775
8,1_3,5.0,5102.6,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C1_T0.tif,9084.553974695631,6078.315,11169.6,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C0_T0.tif,9200.19299282014,7772.9775
9,1_4,5.0,4944.8,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C1_T0.tif,9084.553974695631,6078.315,10204.4,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C0_T0.tif,9200.19299282014,7772.9775
10,1_5,13.0,4404.923076923077,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C1_T0.tif,9084.553974695631,6078.315,12141.692307692309,EXPT-2021-005-SET5_GFP-SKA3Q70K_CENPBdsRed_MG132_MITOSIS3_R3D_D3D_Z01_C0_T0.tif,9200.19299282014,7772.9775
