,label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg,CENP_B_ds_red@kt/CENP_B_ds_red@cyto,GFP_ska@kt/GFP_ska@cyto,CENP_B_ds_red@kt/CENP_B_ds_red@cyto:GFP_ska@kt/GFP_ska@cyto,condition,cell,Experiment
12,0_14,28.0,3622.285714285714,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,9867.82142857143,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.2106402975475137,1.1357696359333533,1.0659206402825103,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
13,0_15,34.0,5575.176470588235,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,11738.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.4400844112832691,1.748099583997846,0.8237999851186073,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
14,0_16,29.0,3498.6206896551726,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,10976.689655172411,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.3466825404590315,1.0969944008798655,1.2276111340029618,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
15,0_17,5.0,3331.8,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,8677.8,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.0646417195632947,1.0446876838231276,1.0191004795492022,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
16,0_18,33.0,3418.5454545454545,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,9415.848484848484,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.15518969347721,1.0718867677991393,1.077716161987066,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
17,0_19,12.0,3397.333333333333,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,10072.75,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.2357820969290807,1.065235695772587,1.160102033599992,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
18,0_20,12.0,3022.333333333333,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C1_T0.tif,3189.2785294519613,2523.4125,10456.583333333334,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z00_C0_T0.tif,8150.911091065966,6067.72,1.282872947147536,0.9476542438746121,1.3537352419827058,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
19,1_1,10.0,3001.8,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,7499.7,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,0.9296324036912577,0.9385888985896547,0.9904574889902754,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
20,1_2,11.0,3393.909090909091,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8058.818181818182,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,0.9989384265069866,1.06119175013318,0.94133640445435,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
21,1_3,5.0,3110.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,7190.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,0.8912680385909943,0.9724203726476867,0.9165460367353963,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
22,1_4,5.0,2632.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,6858.4,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,0.8501394559083858,0.8229615500992641,1.0330245147004056,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
23,1_5,5.0,3332.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8046.8,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,0.997448701417765,1.0418343027852386,0.9573966788684024,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
24,1_6,90.0,3209.1111111111113,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,10394.511111111113,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.2884614517137631,1.0034099750914787,1.2840827614817134,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
25,1_7,12.0,2908.75,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8940.666666666666,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.108248789142984,0.909494456250469,1.2185327590801491,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
26,1_8,11.0,3523.7272727272725,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9141.09090909091,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1330925655930886,1.1017826969949425,1.0284174626117675,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
27,1_9,5.0,2991.4,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8597.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.0656740537640814,0.935337074835463,1.1393476025223808,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
28,1_10,5.0,3173.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9101.6,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1281974326221518,0.9921814554616203,1.137087804263837,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
29,1_11,50.0,3144.14,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9507.62,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1785260255720997,0.9830951094715425,1.1987914640381132,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
30,1_12,24.0,3313.541666666666,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8493.5,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.0528198222264487,1.0360628367471498,1.0161737154204946,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
31,1_13,11.0,2974.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8037.727272727273,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,0.9963240829313481,0.9298965235544117,1.0714354314639498,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
32,1_14,28.0,4632.642857142857,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,10253.714285714286,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.2710088481128523,1.4485132776483927,0.8774575060687658,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
33,1_15,28.0,4448.964285714285,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,10107.857142857143,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.2529289880771408,1.39108151402268,0.9006869658227039,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
34,1_16,18.0,3283.944444444445,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9204.444444444445,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.140945612962056,1.0268085146048127,1.1111571405318657,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
35,1_17,5.0,3510.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8924.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.106207647908786,1.0975530521118682,1.0078853553186016,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
36,1_18,35.0,5105.571428571428,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,11419.571428571431,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.4155237724531473,1.5963863894375596,0.8867049868496223,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
37,1_19,32.0,4713.71875,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,10952.625,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.3576429864499862,1.4738637117142726,0.9211455412460706,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
38,1_20,8.0,4168.875,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8775.875,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.0878218823078278,1.3035044955053456,0.8345363487880405,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
39,1_21,27.0,3726.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,10417.25925925926,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.2912812199234895,1.1650283950113443,1.1083688822115927,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
40,1_22,5.0,3972.6,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8239.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.0212730341230012,1.2421341390290033,0.822192227098232,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
41,1_23,29.0,5658.172413793103,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,10659.344827586208,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.321289165412342,1.7691711019696303,0.7468408024194729,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
42,1_24,5.0,3370.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9677.4,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1995712659815427,1.0537159665024771,1.1384199386891636,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
43,1_25,10.0,3323.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9182.0,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1381634906320424,1.0390202245364188,1.0954199579126176,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
44,1_26,39.0,3436.4615384615386,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,11070.94871794872,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.3723099147711664,1.0744968520322224,1.2771651328486284,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
45,1_27,29.0,3253.7241379310344,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9844.344827586208,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.220265069914072,1.017359369356807,1.1994434873937865,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
46,1_28,66.0,3294.7272727272725,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8886.484848484848,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1015326306469473,1.0301800393305307,1.0692622537734138,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
47,1_29,5.0,3032.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,8349.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.034932979305712,0.9480942295634455,1.0915929525087944,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
48,1_30,8.0,3240.375,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C1_T0.tif,3198.205310664311,2581.4025,9590.625,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z01_C0_T0.tif,8067.382301026958,5958.34,1.1888149888197486,1.0131854228354495,1.173343952672346,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
49,2_1,31.0,3272.2903225806454,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z02_C1_T0.tif,3201.0759297520667,2565.5425,7627.064516129032,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z02_C0_T0.tif,7869.5614112547155,5985.4925,0.9691854625114337,1.0222470176876106,0.9480932159663271,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
50,2_2,5.0,3199.4,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z02_C1_T0.tif,3201.0759297520667,2565.5425,7597.2,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_Z02_C0_T0.tif,7869.5614112547155,5985.4925,0.9653905221623665,0.9994764479853508,0.9658962190738046,WildType,set6_WildT_cell_1,EXPT-2021-005-SET6_GFP-SKA3WT_CENPBdsRed_MG132_MITOSIS3_R3D_D3D
