,Unnamed: 0,label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg,CENP_B_ds_red@kt/CENP_B_ds_red@cyto,GFP_ska@kt/GFP_ska@cyto,CENP_B_ds_red@kt/CENP_B_ds_red@cyto:GFP_ska@kt/GFP_ska@cyto,condition,cell,Experiment
0,0,0_1,13.0,2863.4615384615386,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,16754.46153846154,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.2067690141136018,0.8299952552187555,1.4539468828596411,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
1,1,0_2,68.0,3241.3823529411766,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,18994.88235294117,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.3681391907249263,0.939538365420625,1.4561823562281244,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
2,2,0_3,5.0,3574.8,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,16459.8,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.1855455081566877,1.0361819072834948,1.1441480495107001,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
3,3,0_4,31.0,2989.935483870968,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,17469.58064516129,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.258276702223112,0.8666546526608532,1.4518778597217221,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
4,5,0_6,19.0,4023.105263157895,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,16327.421052631576,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.176010685957928,1.1661264643563873,1.0084761146442174,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
5,6,0_7,11.0,6333.727272727273,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,17365.363636363636,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.2507702922634778,1.8358771415654116,0.6812930255218352,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
6,7,0_8,20.0,6586.45,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,17507.05,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.2609754971855391,1.9091306711500988,0.6604972180484127,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
7,8,0_9,20.0,7404.1,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,18274.55,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.316256009555693,2.1461324996413014,0.613315352046385,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
8,9,0_10,11.0,8498.727272727272,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,18037.272727272728,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.2991657043958802,2.4634182149873554,0.5273833312150566,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
9,10,0_11,5.0,8284.0,SKA3WT-CENPB-SET6_1\Particle_Channel\SKA3WT-CENPB-SET6_1_Z00_C1_T0.tif,3449.9733829283614,2183.3275,17826.8,SKA3WT-CENPB-SET6_1\Mask_Channel\SKA3WT-CENPB-SET6_1_Z00_C0_T0.tif,13883.735281990195,11108.205,1.2840060428928444,2.401177945601564,0.5347400617454714,WildType,SKA_WildT_cell_3,SKA3WT-CENPB-SET6_1
