,Unnamed: 0,label,area,mean_intensity_GFP_ska,fname_GFP_ska,GFP_ska_cyto,GFP_ska_bg,mean_intensity_CENP_B_ds_red,fname_CENP_B_ds_red,CENP_B_ds_red_cyto,CENP_B_ds_red_bg,CENP_B_ds_red@kt/CENP_B_ds_red@cyto,GFP_ska@kt/GFP_ska@cyto,CENP_B_ds_red@kt/CENP_B_ds_red@cyto:GFP_ska@kt/GFP_ska@cyto,condition,cell,Experiment
10,17,1_7,22.0,27322.727272727272,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,24134.636363636364,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.2630814625062974,1.6359089755762624,0.7720976419616297,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
11,18,1_8,5.0,25506.4,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,24888.4,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.3025295346403662,1.5271589939811085,0.8529102338223724,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
12,19,1_9,8.0,29169.375,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,25298.125,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.323972412188964,1.7464743507534461,0.7580829409935447,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
13,20,1_10,5.0,34413.4,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,25222.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.3200198261206062,2.060452801001689,0.6406455054339893,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
14,21,1_11,36.0,32699.722222222223,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,25494.41666666667,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.3342452980810713,1.9578488101947193,0.6814853583859588,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
15,23,1_13,14.0,34019.07142857143,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,24285.214285714286,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.2709619285375113,2.036842945261919,0.6239862192094922,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
16,25,1_15,5.0,40859.6,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,23562.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.2331440515628602,2.4464097493362646,0.504062760499309,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
17,34,1_24,5.0,14848.0,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z01_C1_T0.tif,16701.862805724028,4576.9575,21285.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z01_C0_T0.tif,19107.743308770187,12584.97,1.1139777029676867,0.8890026323836958,1.2530645719020672,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
18,36,2_1,33.0,24525.272727272728,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,20741.81818181818,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2048484452061259,1.44778199528201,0.8322029484635471,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
19,37,2_2,5.0,24710.0,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22024.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.279362533876031,1.4586868615587747,0.8770645486646017,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
20,38,2_3,47.0,23863.978723404256,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,21912.702127659573,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2728626226180386,1.4087443232840118,0.9035441006433227,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
21,39,2_4,16.0,28384.8125,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22404.6875,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3014410146245854,1.6756193064168061,0.7766925396721678,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
22,40,2_5,40.0,29015.5,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,21138.825,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2279097334417877,1.7128502076713326,0.7168809788166853,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
23,41,2_6,24.0,29019.95833333333,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,23247.875,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3504199970593445,1.7131133931127642,0.7882840695125277,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
24,42,2_7,32.0,27029.09375,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22893.90625,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3298586993779822,1.5955881802090406,0.8334598587987505,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
25,43,2_8,23.0,29262.478260869564,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22172.65217391304,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2879625722133106,1.7274298897523146,0.7455947010376112,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
26,44,2_9,32.0,34080.625,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,24402.21875,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.4174733894008154,2.0118559255852495,0.7045600887093701,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
27,45,2_10,46.0,32289.391304347828,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,23866.956521739125,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3863811361641634,1.9061153728604745,0.7273332747343856,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
28,47,2_12,31.0,39393.6129032258,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22746.322580645166,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3212858754817698,2.325493548007596,0.5681743888792135,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
29,48,2_13,11.0,28910.545454545456,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,21046.81818181818,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2225652515423222,1.7066545048580821,0.7163519318422245,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
30,49,2_14,41.0,25852.80487804878,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22238.487804878052,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2917868250783215,1.5261492031587356,0.8464354745949189,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
31,50,2_15,11.0,32631.727272727272,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,21325.90909090909,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2387770534654585,1.926324234831907,0.6430781646546411,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
32,51,2_16,27.0,29671.962962962964,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22889.14814814815,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3295823112827785,1.7516026924618635,0.7590661495353499,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
33,52,2_17,8.0,14906.125,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,18758.125,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.0896198946070905,0.8799420758499713,1.2382859332582579,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
34,53,2_18,5.0,19243.0,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,20483.4,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.1898374783830943,1.1359575587606436,1.047431278754142,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
35,54,2_19,27.0,30415.370370370372,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,23283.44444444444,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.3524861510223223,1.7954877033064875,0.7532695147572696,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
36,55,2_20,5.0,16267.4,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,18650.0,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.0833391415411848,0.9603011999887175,1.1281243234455116,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
37,56,2_21,10.0,27347.9,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22376.4,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2997978534467653,1.6144080299968926,0.8051235061369629,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
38,57,2_22,34.0,28144.264705882357,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,22191.911764705877,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.2890813211975436,1.6614192292473868,0.775891658471709,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
39,60,2_25,5.0,17676.0,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z02_C1_T0.tif,16939.893441965003,4747.6025,20205.4,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z02_C0_T0.tif,17215.292316926767,10272.1875,1.1736890450668236,1.0434540252898787,1.1248114594610574,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
40,61,3_1,8.0,14842.25,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z03_C1_T0.tif,17052.436831856296,4782.9025,16790.125,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z03_C0_T0.tif,15916.454317548747,9127.825,1.0548910369747353,0.8703887981729765,1.2119768075933943,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
41,62,3_2,24.0,23243.70833333333,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z03_C1_T0.tif,17052.436831856296,4782.9025,19076.83333333333,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z03_C0_T0.tif,15916.454317548747,9127.825,1.1985604929799027,1.363072536935653,0.879307931531221,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
42,63,3_3,5.0,19679.0,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z03_C1_T0.tif,17052.436831856296,4782.9025,18421.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z03_C0_T0.tif,15916.454317548747,9127.825,1.1573934516112168,1.1540286115141576,1.0029157336858783,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
43,86,3_26,5.0,40516.4,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z03_C1_T0.tif,17052.436831856296,4782.9025,19359.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z03_C0_T0.tif,15916.454317548747,9127.825,1.2163261750234786,2.37598886302923,0.5119241903654138,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
44,94,4_1,5.0,22994.2,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,18659.8,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.224170421298379,1.3422019228348954,0.9120612930674251,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
45,95,4_2,35.0,20227.628571428573,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19034.17142857143,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2487309433530829,1.1807134826591705,1.057607083930917,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
46,96,4_3,39.0,30945.769230769234,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19195.69230769231,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2593274707886337,1.8063455551897176,0.6971686381769675,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
47,97,4_4,5.0,27168.4,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,15922.6,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.0445972598937594,1.585855507925806,0.6586963658877242,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
48,98,4_5,46.0,28225.34782608696,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,21343.739130434784,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.4002494197894428,1.6475509530602348,0.8498974900828147,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
49,99,4_6,34.0,24841.38235294117,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,20475.970588235294,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.3433197323386754,1.450024404414786,0.9264118095176643,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
50,100,4_7,31.0,31756.70967741936,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19469.58064516129,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2772958306568059,1.8536812236103797,0.6890590541609096,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
51,101,4_8,33.0,31362.121212121205,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,20091.36363636364,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.318087711936152,1.830648572035128,0.7200113293568065,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
52,102,4_9,11.0,23276.272727272728,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,20076.36363636364,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.3171036415645792,1.358666881690813,0.9694088074962791,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
53,103,4_10,32.0,34213.40625,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,20799.9375,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.3645734816211832,1.9970818578372558,0.6832837002980694,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
54,104,4_11,5.0,31045.2,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,18755.8,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2304684716764454,1.812149460942059,0.6790104779970949,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
55,105,4_12,5.0,33939.4,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,18738.8,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2293531919219962,1.981087749948363,0.6205445427412487,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
56,106,4_13,8.0,25013.375,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19170.125,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2576501354565746,1.460063843125236,0.8613665363869301,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
57,107,4_14,8.0,37782.625,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19231.625,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.2616848239800234,2.2054218857255217,0.5720832064586884,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
58,108,4_15,8.0,29871.0,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19116.125,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.254107482118912,1.7436098510494455,0.7192592318540117,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
59,110,4_17,5.0,40021.2,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,20325.2,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.3334284744195444,2.336090474735364,0.5707948766712887,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
60,111,4_18,10.0,36274.7,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,19921.9,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.3069701023625215,2.117402305375224,0.617251666839436,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
61,112,4_19,73.0,30933.72602739726,SKA3WT-CENPB-SET3\Particle_Channel\SKA3WT-CENPB-Set3_Z04_C1_T0.tif,17131.69949230398,4796.21,20205.986301369863,SKA3WT-CENPB-SET3\Mask_Channel\SKA3WT-CENPB-Set3_Z04_C0_T0.tif,15242.812336708032,8811.53,1.3256074965057085,1.805642577450855,0.734147229944675,WildType,SKA_WildT_cell_1,SKA3WT-CENPB-SET3
