label,area,min_intensity_particle,max_intensity_particle,mean_intensity_particle,fname_particle,particle_cyto,particle_bg,min_intensity_mask,max_intensity_mask,mean_intensity_mask,fname_mask,mask_cyto,mask_bg,Particle Intensity * Area,mask@kt/mask@cyto,particle@kt/particle@cyto,mask@kt/mask@cyto:particle@kt/particle@cyto,condition
4_10,16.0,358.0,6867.0,3165.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,1153.0,4462.0,2489.8125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,50640.0,6.913985212954285,3.7117122955848316,1.8627481502751793,Control
5_1,32.0,995.0,18769.0,6670.84375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,269.0,12479.0,3627.09375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,213467.0,7.627127746356319,7.695711804684757,0.9910880162785347,Control
5_2,26.0,375.0,8409.0,3701.1923076923076,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,603.0,7628.0,2658.269230769231,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,96231.0,5.589863511877869,4.269821090280537,1.3091563776763775,Control
5_3,34.0,760.0,24534.0,7574.294117647059,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,280.0,14895.0,3855.705882352941,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,257526.0,8.107858066002123,8.737962818171358,0.9278888265742128,Control
5_4,34.0,744.0,39947.0,10994.85294117647,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,321.0,12127.0,3517.4117647058824,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,373825.0,7.396486199439532,12.684035594475539,0.5831335101788133,Control
5_5,40.0,289.0,7498.0,2932.925,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,363.0,5894.0,2262.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,117317.0,4.757842070915815,3.3835218438079955,1.4061803914825879,Control
5_7,38.0,947.0,32819.0,8945.894736842105,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,466.0,15102.0,3861.0789473684213,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,339944.0,8.119156658232486,10.320287854108864,0.7867180424623493,Control
5_8,40.0,213.0,12285.0,4160.525,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,255.0,8563.0,2916.65,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,166421.0,6.133191936770357,4.799722877062747,1.277822093871312,Control
5_9,42.0,1267.0,17338.0,6131.142857142857,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,172.0,13721.0,3583.4761904761904,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,257508.0,7.535407840171816,7.073094533494794,1.0653622405988958,Control
5_10,29.0,1050.0,17272.0,6349.172413793103,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,315.0,10238.0,3045.310344827586,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,184126.0,6.403741570589514,7.324620831481234,0.8742761868390813,Control
5_11,43.0,504.0,17284.0,6093.116279069767,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,378.0,13246.0,3651.186046511628,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,262004.0,7.677789525693366,7.029225782143985,1.0922667394177175,Control
5_12,48.0,1025.0,20414.0,6475.125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,277.0,14388.0,4149.208333333333,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,310806.0,8.725041089599497,7.469924010633496,1.168022737203127,Control
5_13,32.0,1095.0,11459.0,4294.34375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,534.0,8298.0,2687.46875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,137419.0,5.651264864766877,4.954100729798866,1.1407246588214437,Control
5_14,36.0,1152.0,14934.0,5231.861111111111,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,623.0,11037.0,3510.8055555555557,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,188347.0,7.382594526220804,6.035652583415537,1.223164260067971,Control
5_15,44.0,522.0,12068.0,4605.045454545455,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,379.0,8843.0,2866.431818181818,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,202622.00000000003,6.0275921055233646,5.312536763532401,1.1345977211676763,Control
5_16,30.0,330.0,12968.0,4232.9,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0005.tif,866.8260869565217,193.605,404.0,8197.0,2576.8333333333335,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0005.tif,475.55172413793105,139.6,126986.99999999999,5.418618422642787,4.883217133972011,1.109641098067511,Control
7_1,30.0,1284.0,15366.0,5603.033333333334,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,355.0,12897.0,3770.366666666667,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,168091.0,4.640134007931082,3.4238736335683875,1.3552293409541225,Control
7_2,9.0,5647.0,20404.0,12849.555555555555,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,1394.0,5393.0,3530.3333333333335,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,115646.0,4.3447285655681664,7.852042251471914,0.5533246544558162,Control
7_3,27.0,1187.0,28703.0,9438.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,795.0,8787.0,3258.777777777778,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,254826.0,4.0105291945849855,5.767325916370021,0.6953879931081178,Control
7_4,21.0,1113.0,13269.0,5677.190476190476,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,469.0,9428.0,3173.190476190476,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,119221.0,3.905198179367467,3.4691892101613044,1.1256803658702403,Control
7_5,38.0,540.0,23047.0,7988.236842105263,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,828.0,9581.0,3585.6315789473683,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,303553.0,4.4127832914708485,4.881411884464452,0.90399732616601,Control
7_6,28.0,1757.0,37884.0,12876.035714285714,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,803.0,17915.0,5197.464285714285,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,360529.0,6.396441757340157,7.868223614654161,0.8129461071018768,Control
7_7,44.0,963.0,38359.0,11699.34090909091,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,501.0,14564.0,4525.772727272727,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,514771.00000000006,5.5698009770893675,7.149174828294978,0.779083056557133,Control
7_8,16.0,364.0,9700.0,3864.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,809.0,6188.0,2884.875,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,61828.0,3.550372624094079,2.361346595924227,1.5035372741223823,Control
7_9,9.0,218.0,6761.0,2548.6666666666665,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,997.0,4739.0,2861.1111111111113,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,22938.0,3.5211267605633805,1.5574265012560986,2.2608622350547614,Control
7_10,18.0,3385.0,22152.0,12233.611111111111,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,1197.0,5546.0,3428.8333333333335,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,220205.0,4.219814029809927,7.475653995751574,0.5644742295735001,Control
7_11,35.0,2510.0,40791.0,14135.42857142857,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,786.0,10537.0,4235.228571428572,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,494740.0,5.212232619015062,8.63780711368905,0.6034208162341116,Control
7_12,24.0,644.0,11446.0,5043.666666666667,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,482.0,10679.0,3551.9166666666665,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,121048.0,4.3712908519075615,3.082058643801469,1.4183022963235798,Control
7_13,40.0,2294.0,46583.0,15045.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,965.0,14233.0,4718.675,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,601820.0,5.807202926295639,9.193929018303152,0.6316345182494596,Control
7_14,22.0,988.0,16811.0,7556.318181818182,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,513.0,10851.0,3878.7272727272725,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,166239.0,4.77349178921721,4.61747718609218,1.0337878449285998,Control
7_15,26.0,1983.0,37863.0,11871.076923076924,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,615.0,11228.0,3762.6153846153848,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,308648.0,4.63059462074914,7.254118414249166,0.6383400926642342,Control
7_16,16.0,3367.0,21165.0,11479.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,1278.0,6454.0,3646.375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,183668.0,4.48753931355121,7.014682774474524,0.6397351751786631,Control
7_17,34.0,1521.0,29823.0,12042.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,754.0,10326.0,4155.911764705882,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,409445.0,5.1146186082801774,7.358870772185418,0.6950276430470936,Control
7_18,26.0,452.0,11099.0,4913.2307692307695,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,760.0,6943.0,3125.1153846153848,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,127744.0,3.846032881380892,3.002352526858575,1.2810064264522185,Control
7_19,28.0,2442.0,35145.0,12436.857142857143,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,743.0,9894.0,3232.1785714285716,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,348232.0,3.9777939481549494,7.59985256603005,0.5234040941708475,Control
7_20,30.0,1317.0,26040.0,8468.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,512.0,16882.0,4896.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,254055.0,6.026172569396965,5.174888697052291,1.1645028371005508,Control
7_21,38.0,1229.0,27150.0,8739.263157894737,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0007.tif,1636.4603174603174,174.915,743.0,17023.0,5434.421052631579,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0007.tif,812.5555555555555,136.625,332092.0,6.6880609153130335,5.340345295666881,1.2523648837350796,Control
8_1,26.0,1809.0,28587.0,9891.076923076924,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,822.0,14101.0,4464.346153846154,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,257168.00000000003,4.248634400033076,3.156252772131886,1.3461008058500152,Control
8_2,20.0,1361.0,28488.0,10587.05,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,418.0,10876.0,3836.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,211741.0,3.650887085242038,3.3783384934796348,1.0806753356090386,Control
8_3,21.0,1714.0,9790.0,4861.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,585.0,8427.0,3406.7619047619046,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,102081.0,3.2421513302286877,1.5511500764428718,2.0901596689236244,Control
8_4,14.0,2670.0,24898.0,10597.07142857143,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,1180.0,5158.0,3156.714285714286,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,148359.0,3.004185706748343,3.381536341596204,0.8884085230118396,Control
8_5,9.0,3866.0,21620.0,11366.666666666666,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,1794.0,5431.0,3573.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,102300.0,3.4003570037327604,3.627114969944588,0.9374825534644434,Control
8_6,26.0,1001.0,19019.0,7592.846153846154,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,704.0,12491.0,4126.192307692308,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,197414.0,3.9268197347354543,2.422884980859376,1.620720655646908,Control
8_7,22.0,948.0,14763.0,6329.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,623.0,10393.0,4124.818181818182,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,139249.0,3.925512004945336,2.019749929817971,1.94356338227432,Control
8_8,26.0,1210.0,26597.0,9138.807692307691,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,698.0,15088.0,4456.192307692308,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,237608.99999999997,4.240874537767027,2.9162028904587083,1.4542453653147407,Control
8_9,5.0,3877.0,6861.0,5263.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,1375.0,5354.0,3330.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,26316.0,3.1690984669549653,1.6794925081946355,1.8869381384508683,Control
8_10,21.0,2407.0,28713.0,11282.57142857143,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,958.0,11031.0,4086.6190476190477,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,236934.00000000003,3.889158606257803,3.600280093376,1.0802377885579786,Control
8_11,22.0,1884.0,8279.0,4961.318181818182,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,676.0,8959.0,3910.8636363636365,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,109149.0,3.7218954818227994,1.5831617109616711,2.3509256546900583,Control
8_12,36.0,962.0,21282.0,7272.416666666667,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0008.tif,3133.8037974683543,170.97,766.0,14367.0,4447.055555555556,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0008.tif,1050.7720207253885,134.85,261807.0,4.2321792623347365,2.3206356034611018,1.8237155613844205,Control
